"","name","Date","Status","Aperture priority","Battery","Body type","Built-in flash","Flash range","Digital zoom","Storage included","Effective pixels","Environmentally sealed","External flash","HDMI","Image stabilization","Live view","Aperture Min","Aperture Max","Aperture Range","Optical zoom","Orientation sensor","Screen dots","Screen size","Sensor photo detectors","Uncompressed format","Weight (inc. batteries)","USB","Continuous drive","Custom white balance","Focal length multiplier","Manual exposure mode","Subject / scene modes","GPS","Microphone","Viewfinder coverage","Number of focus points","Viewfinder magnification","Viewfinder resolution","Speaker","Boosted ISO (maximum)","Boosted ISO (minimum)","Battery Life (CIPA)","Wireless","Headphone port","Microphone port","width","height","length","volume","1:1","16:9","3:2","4:3","5:4","Total Resolution"
"981","Pentax X-5","71","Active","Yes","Battery Pack","SLR-like (bridge)","Yes","9.1","Yes",NA,NA,"No","No","Yes","Sensor-shift","Yes","3.1","5.9","2.8",26,NA,460000,3,16,"No","595","USB 2.0 (480 Mbit/sec)",10,"Yes",NA,"Yes","Yes","None","Mono",NA,4,NA,230000,"Mono",NA,NA,20,"Eye-Fi Connected",NA,NA,119,86,107,1095038,"Yes","Yes","No","Yes","No",13899
"982","Pentax K-30","485","Active","Yes","Battery Pack","Mid-size SLR","Yes","12","No",NA,NA,"Yes","Yes","No","Sensor-shift","Yes",NA,NA,NA,NA,"Yes",921000,3,17,"RAW","650","USB 2.0 (480 Mbit/sec)",6,"Yes",1.5,"Yes","Yes","Optional","Mono",100,18,0.92,NA,"Mono","25600",NA,40,"Eye-Fi Connected",NA,NA,130,97,71,895310,"No","No","Yes","No","No",13915
"983","Pentax Optio WG-2","216","Active","No","Battery Pack","Compact","Yes","5.4","Yes",88.2,NA,"Yes","No","Yes","No","Yes","3.5","5.5","2",5,"Yes",460000,3,17,"No","192","USB 2.0 (480 Mbit/sec)",1,"Yes",NA,"No","Yes","None","Mono",NA,4,NA,NA,"Mono",NA,NA,35,"Eye-Fi Connected",NA,NA,122,61,30,223260,"Yes","Yes","No","Yes","No",11330
"984","Pentax Optio WG-2 GPS","216","Active","No","Battery Pack","Compact","Yes","5.4","Yes",88.2,NA,"Yes","No","Yes","No","Yes","3.5","5.5","2",5,"Yes",460000,3,17,"No","198","USB 2.0 (480 Mbit/sec)",1,"Yes",NA,"No","Yes","BuiltIn","Mono",NA,4,NA,NA,"Mono",NA,NA,35,"Eye-Fi Connected",NA,NA,122,61,30,223260,"Yes","Yes","No","Yes","No",11330
"985","Pentax K-01","172","Active","Yes","Battery Pack","SLR-style mirrorless","Yes","12","No",0,NA,"No","Yes","Yes","Sensor-shift","Yes",NA,NA,NA,NA,"Yes",921000,3,16,"RAW","561","USB 2.0 (480 Mbit/sec)",6,"Yes",1.5,"Yes","Yes","None","Stereo",NA,13,NA,NA,"Mono","25600",NA,37,NA,NA,NA,122,79,58,559004,"Yes","Yes","Yes","Yes","No",13915
"986","Pentax Optio VS20","249","Active","No","Battery Pack","Compact","Yes","2.8","Yes",16,NA,"No","No","No","Sensor-shift","Yes","3.1","4.8","1.7",20,"Yes",460000,3,17,"No","235","USB 2.0 (480 Mbit/sec)",1,"Yes",NA,"No","Yes","None","Mono",NA,22,NA,NA,"Mono",NA,NA,NA,"Eye-Fi Connected",NA,NA,111,61,38,257298,"Yes","Yes","No","Yes","No",13899
"987","Pentax Optio RZ18","576","Active","No","Battery Pack","Compact","Yes","2.8","Yes",96,NA,"Yes","No","No","Sensor-shift","Yes","3.5","5.9","2.4",18,"Yes",460000,3,17,"No","178","USB 2.0 (480 Mbit/sec)",1,"Yes",NA,"No","Yes","None","Mono",NA,4,NA,NA,NA,NA,NA,NA,"Eye-Fi Connected",NA,NA,97,61,33,195261,"Yes","Yes","No","Yes","No",13899
"988","Pentax Q","391","Active","Yes","Battery Pack","Rangefinder-style mirrorless","Yes","5.6","No",0,NA,"No","Yes","Yes","Sensor-shift","Yes",NA,NA,NA,NA,"No",460000,3,13,"RAW","180","USB 2.0 (480 Mbit/sec)",1.5,"Yes",5.53,"Yes","Yes","None","Mono",NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,57,31,173166,"Yes","Yes","Yes","Yes","No",9100
"989","Pentax Optio RS1500","431","Active","No","Battery Pack","Compact","Yes","3.9","Yes",97,NA,"Yes","No","Yes","No","Yes","3.5","5.5","2",4,"Yes",230000,2.7,14,"No","157","USB 2.0 (480 Mbit/sec)",0.7,"Yes",NA,"No","Yes","None","Mono",NA,4,NA,NA,NA,NA,NA,35,NA,NA,NA,114,58,28,185136,"No","Yes","Yes","Yes","No",11330
"990","Pentax Optio S1","790","Active","No","Battery Pack","Compact","Yes","3.9","Yes",97,NA,"No","No","Yes","Sensor-shift","Yes","3.5","5.5","2",5,"Yes",230000,2.7,NA,"No","157","USB 2.0 (480 Mbit/sec)",0.7,"Yes",NA,"No","Yes","None","Mono",NA,4,NA,NA,"None",NA,NA,35,NA,NA,NA,114,58,28,185136,"Yes","Yes","No","Yes","No",11330
"991","Pentax Optio WG-1","215","Active","No","Battery Pack","Compact","Yes","3.9","Yes",97,NA,"Yes","No","Yes","No","Yes","3.5","5.5","2",5,"Yes",230000,2.7,14,"No","157","USB 2.0 (480 Mbit/sec)",0.7,"Yes",NA,"No","Yes","None","Mono",NA,4,NA,NA,"None",NA,NA,35,"Eye-Fi Connected",NA,NA,114,58,28,185136,"No","Yes","Yes","Yes","No",11330
"992","Pentax Optio WG-1 GPS","215","Active","No","Battery Pack","Compact","Yes","3.9","Yes",97,NA,"Yes","No","Yes","No","Yes","3.5","5.5","2",5,"Yes",230000,2.7,14,"No","167","USB 2.0 (480 Mbit/sec)",0.7,"Yes",NA,"No","Yes","BuiltIn","Mono",NA,4,NA,NA,"None",NA,NA,35,"Eye-Fi Connected",NA,NA,116,59,29,198476,"No","No","No","No","No",11330
"993","Pentax K-5","609","Active","Yes","Battery Pack","Mid-size SLR","Yes","13","No",NA,NA,"Yes","Yes","Yes","Sensor-shift","Yes",NA,NA,NA,NA,"Yes",921000,3,17,"RAW","740","USB 2.0 (480 Mbit/sec)",7,"Yes",1.5,"Yes","No","Optional","Stereo",100,18,0.92,NA,NA,"51200","80",85,NA,NA,NA,131,97,73,927611,"No","No","Yes","No","No",13915
"994","Pentax Optio RZ10","647","Active","No","Battery Pack","Compact","Yes","2.8","Yes",82.7,NA,"Yes","No","No","Sensor-shift","Yes","3.2","5.9","2.7",10,"Yes",230000,2.7,NA,"No","178","USB 2.0 (480 Mbit/sec)",1,"Yes",NA,"No","Yes","None","Mono",NA,4,NA,NA,NA,NA,NA,86,"Eye-Fi Connected",NA,NA,97,61,33,195261,"Yes","Yes","No","Yes","No",11330
"995","Pentax K-r","647","Active","Yes","Battery Pack","Compact SLR","Yes","12","No",0,NA,"No","Yes","No","Sensor-shift","Yes",NA,NA,NA,NA,"Yes",921000,3,13,"RAW","598","USB 2.0 (480 Mbit/sec)",6,"Yes",1.5,"Yes","Yes","Optional","Mono",96,18,0.85,NA,NA,"25600","100",19,NA,NA,NA,125,97,68,824500,"No","No","Yes","No","No",9682
"996","Pentax Optio M90","26","Active","No","Battery Pack","Compact","Yes","3","Yes",32,NA,"No","No","No","No","Yes","3.5","5.9","2.4",5,NA,230000,2.7,12,"No","133","USB 2.0 (480 Mbit/sec)",1.6,"No",NA,"No","Yes",NA,"Mono",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,59,23,134343,"No","Yes","No","Yes","No",9100
"997","Pentax 645D","422","Active","Yes","Battery Pack","Large SLR","No",NA,"No",0,NA,"Yes","Yes",NA,"No",NA,NA,NA,NA,NA,"Yes",921000,3,40,"RAW","1480","USB 2.0 (480 Mbit/sec)",1.1,"Yes",1,"Yes","No","None","Stereo",98,18,0.85,NA,"None",NA,"100",NA,NA,NA,NA,156,117,119,2171988,"No","No","No","Yes","No",21315
"998","Pentax X90","192","Active","Yes","Battery Pack","SLR-like (bridge)","Yes","9.1","Yes",31.6,NA,"No","No","Yes","Sensor-shift","Yes","2.8","5","2.2",26,NA,230000,2.7,13,"No","428","USB 2.0 (480 Mbit/sec)",NA,"Yes",NA,"Yes","Yes","None","Mono",NA,4,NA,NA,NA,NA,NA,NA,"Eye-Fi Connected",NA,NA,111,85,110,1037850,"Yes","Yes","Yes","Yes","No",9100
"999","Pentax Optio W90","192","Active","No","Battery Pack","Compact","Yes","3.9","Yes",26.7,NA,"Yes","No",NA,"No","Yes","3.5","5.5","2",5,NA,230000,2.7,12,"No","164","USB 2.0 (480 Mbit/sec)",1.3,"Yes",NA,"No","Yes","None","Mono",NA,4,NA,NA,"None",NA,NA,NA,"Eye-Fi Connected",NA,NA,108,59,25,159300,"No","Yes","Yes","Yes","No",9100
"1000","Pentax Optio I-10","247","Active","No","Battery Pack","Compact","Yes","4","Yes",26.7,NA,"No","No","No","Sensor-shift","Yes","3.5","5.9","2.4",5,"Yes",230000,2.7,12,"No","153","USB 2.0 (480 Mbit/sec)",1,"Yes",NA,"No","Yes","None","Mono",NA,4,NA,NA,NA,NA,NA,NA,"Eye-Fi Connected",NA,NA,101,65,28,183820,"No","Yes","No","Yes","No",9100
"1001","Pentax Optio H90","247","Active","No","Battery Pack","Compact","Yes","4","Yes",32.7,NA,"No","No","No","Sensor-shift","Yes","3.5","5.9","2.4",5,"Yes",230000,2.7,12,"No","153","USB 2.0 (480 Mbit/sec)",1,"Yes",NA,"No","Yes","None","Mono",NA,4,NA,NA,"None",NA,NA,NA,"Eye-Fi Connected",NA,NA,101,65,28,183820,"No","Yes","No","Yes","No",9100
"1002","Pentax Optio E90","733","Active","No","AA","Compact","Yes","3.5","Yes",6,NA,"No","No","No","No","Yes","3.1","5.9","2.8",3,NA,230000,2.7,11,"No","145","USB 2.0 (480 Mbit/sec)",NA,"Yes",NA,"No","Yes",NA,"Mono",NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,59,25,150450,"No","Yes","No","Yes","No",7221
"1003","Pentax K-x","599","Active","Yes","Battery Pack","Compact SLR","Yes","16","No",0,NA,"No","Yes","No","Sensor-shift","Yes",NA,NA,NA,NA,"Yes",230000,2.7,13,"RAW","580","USB 2.0 (480 Mbit/sec)",4.7,"Yes",1.5,"Yes","Yes","None","Mono",96,18,0.85,NA,NA,"12800","100",87,NA,NA,NA,123,92,68,769488,"No","No","Yes","No","No",9682
"1004","Pentax Optio P80","112","Active","No","Battery Pack","Compact","Yes","4.6","Yes",33.6,NA,"No","No","Yes","No","No","2.6","5.8","3.2",4,"Yes",230000,2.7,12,"No","125","USB 2.0 (480 Mbit/sec)",3.2,"Yes",NA,"No","Yes",NA,"Mono",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,59,25,150450,"No","Yes","No","Yes","No",9100
"1005","Pentax Optio WS80","112","Active","No","Battery Pack","Compact","Yes","3.4","Yes",33.6,NA,"Yes","No",NA,"No","Yes","3.8","4.7","0.9",5,NA,230000,2.7,10,"No","125","USB 2.0 (480 Mbit/sec)",1.1,"Yes",NA,"No","Yes",NA,"Mono",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,60,22,121440,"No","Yes","No","Yes","No",7221
"1006","Pentax K-7","482","Active","Yes","Battery Pack","Mid-size SLR","Yes","13","No",0,NA,"Yes","Yes","Yes","Sensor-shift","Yes",NA,NA,NA,NA,"Yes",921000,3,15,"RAW","750","USB 2.0 (480 Mbit/sec)",5.2,"Yes",1.5,"Yes","No",NA,"Stereo",100,18,0.92,NA,NA,"6400",NA,85,NA,NA,NA,131,97,73,927611,"No","No","Yes","No","No",12190
"1007","Pentax X70","437","Active","Yes","Battery Pack","SLR-like (bridge)","Yes","9.1","Yes",33.6,NA,"No","No","No","Sensor-shift","Yes","2.8","5","2.2",24,NA,230000,2.7,13,"No","410","USB 2.0 (480 Mbit/sec)",NA,"Yes",NA,"Yes","Yes",NA,"Mono",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,83,90,821700,"Yes","Yes","Yes","Yes","No",9100
"1008","AgfaPhoto DC-600uw","404","Active","No","AA","Compact","Yes",NA,"Yes",32,NA,"Yes","No","No",NA,"Yes","3.5","7","3.5",NA,NA,110000,2.4,NA,"No","161","USB 2.0 (480 Mbit/sec)",NA,"Yes",NA,"No","Yes","None","Mono",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,61,32,197152,"No","No","No","Yes","No",7735
"1010","Sony Cyber-shot DSC-WX1","116","Discontinued","No","Battery Pack","Ultracompact","Yes","5","Yes",11,NA,NA,"No","Yes","Optical","No","2.4","5.9","3.5",5,"Yes",230000,2.7,11,"No","149","USB 2.0 (480 Mbit/sec)",10,"Yes",NA,"No","Yes","None","Mono",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,52,20,94640,"No","Yes","Yes","Yes","No",7221
"1011","Sony Cyber-shot DSC-H20","158","Discontinued","Yes","Battery Pack","Compact","Yes","7.1","Yes",11,NA,"No","No","Yes","Optical","Yes","3.5","4.4","0.9",10,"Yes",230400,3,12,"No","250","USB 2.0 (480 Mbit/sec)",1.8,"Yes",NA,"Yes","Yes",NA,"Mono",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,107,69,47,347001,"No","Yes","Yes","Yes","No",7221
"1012","Sony Cyber-shot DSC-G3","303","Discontinued","No","Battery Pack","Compact","Yes","4.3","Yes",4000,NA,"No","No","Yes","Optical","Yes","3.5","10","6.5",4,"Yes",921000,3.5,NA,"No","185","USB 2.0 (480 Mbit/sec)",1.6,"No",NA,"No","Yes",NA,"Mono",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,59,22,125906,"No","Yes","Yes","Yes","No",7221
"1013","Sony Cyber-shot DSC-T500","96","Discontinued","No","Battery Pack","Ultracompact","Yes","3.5","Yes",4,NA,"No","No","Yes","Optical","No","3.5","4.4","0.9",5,"Yes",230000,3.5,10,"No","185","USB 2.0 (480 Mbit/sec)",1.4,"No",NA,"No","Yes",NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,59,22,125906,"No","Yes","Yes","Yes","No",7221
"1014","Sony Cyber-shot DSC-T700","115","Discontinued","No","Battery Pack","Ultracompact","Yes","3.5","Yes",4000,NA,"No","No","Yes","Optical","No","3.5","4.6","1.1",4,"Yes",921000,3.5,10,"No","175","USB 2.0 (480 Mbit/sec)",1.6,"No",NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,59,16,89680,"No","Yes","Yes","Yes","No",7221
"1015","Sony Cyber-shot DSC-T77","115","Discontinued","No","Battery Pack","Ultracompact","Yes","3.5","Yes",15,NA,"No","No","No","Optical","No","3.5","4.6","1.1",4,"Yes",230000,3,10,"No","175","USB 2.0 (480 Mbit/sec)",1.6,"No",NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,59,16,89680,"No","Yes","Yes","Yes","No",7221
"1016","Sony Cyber-shot DSC-W300","198","Discontinued","No","Battery Pack","Compact","Yes","5.5","Yes",15,NA,"No","No","No","Optical","Yes","2.8","5.5","2.7",3,"No",230000,2.7,14,"No","187","USB 2.0 (480 Mbit/sec)",1.9,"Yes",NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,59,27,149742,"No","Yes","Yes","Yes","No",10584
"1017","Sony Alpha DSLR-A300","266","Discontinued","Yes","Battery Pack","Compact SLR","Yes","12","No",0,NA,"No","Yes","No","Sensor-shift","Yes",NA,NA,NA,NA,"Yes",230000,2.7,11,"RAW","632","USB 2.0 (480 Mbit/sec)",3,"Yes",1.5,NA,NA,"None","None",95,4,0.74,NA,NA,NA,NA,NA,NA,NA,NA,131,99,75,972675,"No","No","No","No","No",6960
"1018","Sony Cyber-shot DSC-S750","244","Discontinued","No","Battery Pack","Compact","Yes","3.5","Yes",22,NA,"No","No","No","No","Yes","2.8","9.7","6.9",3,"Yes",115000,2.5,7,"No","170","USB 1.0 (1.5 Mbit/sec)",0.8,"No",NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,56,27,137592,"No","Yes","Yes","Yes","No",4290
"1019","Sony Cyber-shot DSC-S780","244","Discontinued","No","Battery Pack","Compact","Yes","3.5","Yes",22,NA,"No","No","No","No","Yes","2.8","9.7","6.9",3,"Yes",115000,2.5,8,"No","170","USB 2.0 (480 Mbit/sec)",1.1,"No",NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,56,27,137592,"No","Yes","Yes","Yes","No",5184
"1020","Sony Cyber-shot DSC-T300","244","Discontinued","No","Battery Pack","Ultracompact","Yes","3.5","Yes",15,NA,"No","No","No","Optical","No","3.5","10","6.5",5,"Yes",230000,3.5,10,"No","175","USB 2.0 (480 Mbit/sec)",1.6,"No",NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,59,21,116466,"No","Yes","Yes","Yes","No",7221
"1021","Sony Cyber-shot DSC-W110","244","Discontinued","No","Battery Pack","Compact","Yes","3.9","Yes",15,NA,"No","No","No","Optical","Yes","2.8","5.8","3",4,"No",115000,2.5,7,"No","156","USB 2.0 (480 Mbit/sec)",1.5,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,57,22,110352,"No","Yes","Yes","Yes","No",4290
"1022","Sony Cyber-shot DSC-W120","244","Discontinued","No","Battery Pack","Compact","Yes","3.9","Yes",15,NA,"No","No","No","Optical","Yes","2.8","7.1","4.3",4,"No",115000,2.5,7,"No","154","USB 2.0 (480 Mbit/sec)",1.5,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,57,23,115368,"No","Yes","Yes","Yes","No",4290
"1023","Sony Cyber-shot DSC-W130","244","Discontinued","No","Battery Pack","Compact","Yes","3.9","Yes",15,NA,"No","No","No","Optical","Yes","2.8","7.1","4.3",4,"No",115000,2.5,8,"No","154","USB 2.0 (480 Mbit/sec)",2,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,57,22,110352,"No","Yes","Yes","Yes","No",5184
